Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Region,Returned,Segment,Ship Date,Ship Mode,State,Sub-Category,Order_Product_Count,Profit,Quantity,Sales
Office Supplies,United States,Kristina Nunn,0%,02/03/2013,CA-2011-107524,"Array Parchment Paper, Assorted Colors",East,,Home Office,08/03/2013,Standard Class,New York,Paper,1,$17,5,36.4
Furniture,United States,Eva Jacobs,20%,03/03/2013,CA-2011-105648,"Bevis Oval Conference Table, Walnut",West,,Consumer,07/03/2013,Standard Class,California,Tables,1,-$23,3,626.352
Office Supplies,United States,Sam Craven,80%,03/03/2013,CA-2011-130421,3.6 Cubic Foot Counter Height Office Refrigerator,Central,,Consumer,07/03/2013,Standard Class,Texas,Appliances,1,-$460,3,176.772
Office Supplies,United States,Ashley Jarboe,20%,03/03/2013,CA-2011-155852,Zebra Zazzle Fluorescent Highlighters,South,,Consumer,07/03/2013,Second Class,North Carolina,Art,1,$3,4,19.456
Furniture,United States,Jill Stevenson,50%,03/03/2013,US-2011-127978,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,,Corporate,08/03/2013,Standard Class,Ohio,Bookcases,1,-$200,5,302.45
Office Supplies,United States,Jill Stevenson,20%,03/03/2013,US-2011-127978,Avery 495,East,,Corporate,08/03/2013,Standard Class,Ohio,Labels,1,$5,3,15.12
Office Supplies,United States,Jill Stevenson,20%,03/03/2013,US-2011-127978,Eldon Shelf Savers Cubes and Bins,East,,Corporate,08/03/2013,Standard Class,Ohio,Storage,1,-$10,8,44.672
Office Supplies,United States,Anne Pryor,20%,03/03/2013,CA-2011-127964,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,,Home Office,08/03/2013,Standard Class,New York,Binders,1,$9,5,25.32
Office Supplies,United States,Anne Pryor,20%,03/03/2013,CA-2011-127964,Ibico Laser Imprintable Binding System Covers,East,,Home Office,08/03/2013,Standard Class,New York,Binders,1,$41,3,125.76
Technology,United States,Anne Pryor,0%,03/03/2013,CA-2011-127964,PowerGen Dual USB Car Charger,East,,Home Office,08/03/2013,Standard Class,New York,Phones,1,$5,1,9.99
Office Supplies,United States,Clay Ludtke,0%,04/03/2013,CA-2011-116239,Sensible Storage WireTech Storage Systems,South,,Consumer,04/03/2013,Same Day,South Carolina,Storage,1,$18,5,354.9
Office Supplies,United States,Sanjit Chand,20%,04/03/2013,CA-2011-117016,"BIC Brite Liner Highlighters, Chisel Tip",South,,Consumer,09/03/2013,Standard Class,Florida,Art,1,$2,3,15.552
Office Supplies,United States,Aimee Bixby,0%,05/03/2013,CA-2011-169061,Newell 345,East,,Consumer,08/03/2013,Second Class,New York,Art,1,$15,3,59.52
Office Supplies,United States,Aimee Bixby,20%,05/03/2013,CA-2011-169061,GBC Wire Binding Combs,East,,Consumer,08/03/2013,Second Class,New York,Binders,1,$17,6,49.632
Office Supplies,United States,Aimee Bixby,0%,05/03/2013,CA-2011-169061,Xerox 1891,East,,Consumer,08/03/2013,Second Class,New York,Paper,1,$46,2,97.82
Office Supplies,United States,Aimee Bixby,0%,05/03/2013,CA-2011-169061,Acme Forged Steel Scissors with Black Enamel Handles,East,,Consumer,08/03/2013,Second Class,New York,Supplies,1,$5,2,18.62
Technology,United States,Aimee Bixby,0%,05/03/2013,CA-2011-169061,Logitech Wireless Gaming Headset G930,East,,Consumer,08/03/2013,Second Class,New York,Accessories,1,$178,3,479.97
Furniture,United States,Aaron Bergman,20%,07/03/2013,CA-2011-156587,"Global Push Button Manager's Chair, Indigo",West,,Consumer,08/03/2013,First Class,Washington,Chairs,1,$5,1,48.712
Office Supplies,United States,Aaron Bergman,0%,07/03/2013,CA-2011-156587,Newell 330,West,,Consumer,08/03/2013,First Class,Washington,Art,1,$5,3,17.94
Office Supplies,United States,Aaron Bergman,0%,07/03/2013,CA-2011-156587,"Carina 42""Hx23 3/4""W Media Storage Unit",West,,Consumer,08/03/2013,First Class,Washington,Storage,1,$5,3,242.94
Office Supplies,United States,Nora Pelletier,20%,07/03/2013,US-2011-131982,Catalog Binders with Expanding Posts,West,,Home Office,11/03/2013,Second Class,Washington,Binders,1,$34,2,107.648
Furniture,United States,Craig Molinari,20%,07/03/2013,CA-2011-104563,"Global Leather and Oak Executive Chair, Black",West,,Corporate,12/03/2013,Standard Class,Washington,Chairs,1,$54,2,481.568
Furniture,United States,Craig Molinari,20%,07/03/2013,CA-2011-104563,Office Star - Task Chair with Contemporary Loop Arms,West,,Corporate,12/03/2013,Standard Class,Washington,Chairs,1,$22,6,436.704
Office Supplies,United States,Craig Molinari,0%,07/03/2013,CA-2011-104563,Newell Chalk Holder,West,,Corporate,12/03/2013,Standard Class,Washington,Art,1,$9,5,20.65
Office Supplies,United States,Craig Molinari,0%,07/03/2013,CA-2011-104563,"Contico 72""H Heavy-Duty Storage System",West,,Corporate,12/03/2013,Standard Class,Washington,Storage,1,$0,5,204.9
Office Supplies,United States,Scott Williamson,0%,10/03/2013,US-2011-100279,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,,Consumer,14/03/2013,Standard Class,Michigan,Paper,1,$11,2,22.38
Office Supplies,United States,Kean Thornton,20%,10/03/2013,US-2011-140116,"BOSTON Ranger #55 Pencil Sharpener, Black",West,,Consumer,17/03/2013,Standard Class,Colorado,Art,1,$9,4,83.168
Office Supplies,United States,Kean Thornton,20%,10/03/2013,US-2011-140116,Tennsco 6- and 18-Compartment Lockers,West,,Consumer,17/03/2013,Standard Class,Colorado,Storage,1,-$16,3,636.408
Office Supplies,United States,Filia McAdams,0%,11/03/2013,CA-2011-114790,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,,Corporate,13/03/2013,Second Class,Kentucky,Appliances,1,$38,3,146.76
Office Supplies,United States,Filia McAdams,0%,11/03/2013,CA-2011-114790,Xerox 198,South,,Corporate,13/03/2013,Second Class,Kentucky,Paper,1,$7,3,14.94
Technology,United States,Filia McAdams,0%,11/03/2013,CA-2011-114790,Maxell DVD-RAM Discs,South,,Corporate,13/03/2013,Second Class,Kentucky,Accessories,1,$14,2,32.96
Technology,United States,Filia McAdams,0%,11/03/2013,CA-2011-114790,Panasonic KX-TG9471B,South,,Corporate,13/03/2013,Second Class,Kentucky,Phones,1,$165,3,587.97
Office Supplies,United States,Kelly Andreada,0%,11/03/2013,CA-2011-158337,"Southworth 100% RŽsumŽ Paper, 24lb.",East,,Consumer,14/03/2013,Second Class,New York,Paper,1,$49,14,108.92
Office Supplies,United States,Richard Bierner,0%,11/03/2013,US-2011-103338,Economy #2 Pencils,West,,Consumer,15/03/2013,Standard Class,California,Art,1,$2,3,7.98
Furniture,United States,Chloris Kastensmidt,20%,11/03/2013,CA-2011-166884,Eldon Wave Desk Accessories,East,,Consumer,16/03/2013,Second Class,Ohio,Furnishings,1,$2,5,8.32
Office Supplies,United States,Chloris Kastensmidt,20%,11/03/2013,CA-2011-166884,Stockwell Push Pins,East,,Consumer,16/03/2013,Second Class,Ohio,Fasteners,1,$2,6,10.464
Office Supplies,United States,Rick Bensley,20%,14/03/2013,CA-2011-152618,Xerox 1963,Central,,Home Office,17/03/2013,First Class,Illinois,Paper,1,$3,2,8.448
Technology,United States,Rick Bensley,30%,14/03/2013,CA-2011-152618,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,,Home Office,17/03/2013,First Class,Illinois,Machines,1,$156,2,574.91
Office Supplies,United States,Dean Katz,0%,14/03/2013,CA-2011-157623,Avery Hi-Liter Fluorescent Desk Style Markers,West,,Corporate,18/03/2013,Standard Class,California,Art,1,$1,1,3.38
Office Supplies,United States,Dean Katz,0%,14/03/2013,CA-2011-157623,Xerox 1972,West,,Corporate,18/03/2013,Standard Class,California,Paper,1,$5,2,10.56
Office Supplies,United States,Neil Franzšsisch,20%,14/03/2013,CA-2011-100293,Xerox 1887,South,,Home Office,18/03/2013,Standard Class,Florida,Paper,1,$32,6,91.056
Furniture,United States,Christine Kargatis,0%,14/03/2013,US-2011-125521,Global Commerce Series High-Back Swivel/Tilt Chairs,South,,Home Office,19/03/2013,Standard Class,Virginia,Chairs,1,$285,4,1139.92
Office Supplies,United States,Jason Fortune-,20%,14/03/2013,CA-2011-114510,GBC Wire Binding Combs,West,,Consumer,19/03/2013,Standard Class,Utah,Binders,1,$11,4,33.088
Office Supplies,United States,Jason Fortune-,20%,14/03/2013,CA-2011-114510,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,,Consumer,19/03/2013,Standard Class,Utah,Binders,1,$20,2,62.048
Office Supplies,United States,Jason Fortune-,0%,14/03/2013,CA-2011-114510,Carina Double Wide Media Storage Towers in Natural & Black,West,,Consumer,19/03/2013,Standard Class,Utah,Storage,1,$3,1,80.98
Office Supplies,United States,Jason Fortune-,0%,14/03/2013,CA-2011-114510,Staple magnet,West,,Consumer,19/03/2013,Standard Class,Utah,Storage,1,$6,2,21.36
Technology,United States,Jason Fortune-,0%,14/03/2013,CA-2011-114510,ImationÊ30456 USBÊFlash DriveÊ8GB,West,,Consumer,19/03/2013,Standard Class,Utah,Accessories,1,$7,12,82.8
Furniture,United States,Alan Shonely,20%,15/03/2013,CA-2011-149958,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,,Consumer,19/03/2013,Standard Class,Florida,Furnishings,1,$5,3,45.696
Office Supplies,United States,Alan Shonely,70%,15/03/2013,CA-2011-149958,GBC VeloBinder Manual Binding System,South,,Consumer,19/03/2013,Standard Class,Florida,Binders,1,-$32,4,43.188
Office Supplies,United States,Alan Shonely,70%,15/03/2013,CA-2011-149958,Insertable Tab Post Binder Dividers,South,,Consumer,19/03/2013,Standard Class,Florida,Binders,1,-$6,3,7.218
Office Supplies,United States,Alan Shonely,20%,15/03/2013,CA-2011-149958,Xerox 1889,South,,Consumer,19/03/2013,Standard Class,Florida,Paper,1,$48,3,131.904
Office Supplies,United States,Alan Shonely,20%,15/03/2013,CA-2011-149958,"Hot File 7-Pocket, Floor Stand",South,,Consumer,19/03/2013,Standard Class,Florida,Storage,1,$18,1,142.776
Technology,United States,Kristina Nunn,20%,16/03/2013,CA-2011-157609,Polycom VoiceStation 500 ConferenceÊphone,South,,Home Office,21/03/2013,Second Class,North Carolina,Phones,1,$29,2,471.92
Office Supplies,United States,Annie Zypern,20%,17/03/2013,CA-2011-158442,Newell 333,Central,,Consumer,17/03/2013,Same Day,Texas,Art,1,$0,2,4.448
Office Supplies,United States,Annie Zypern,20%,17/03/2013,CA-2011-158442,Xerox 1966,Central,,Consumer,17/03/2013,Same Day,Texas,Paper,1,$2,1,5.184
Office Supplies,United States,Annie Zypern,20%,17/03/2013,CA-2011-158442,Xerox 1967,Central,,Consumer,17/03/2013,Same Day,Texas,Paper,1,$5,3,15.552
Office Supplies,United States,Quincy Jones,20%,17/03/2013,CA-2011-127859,Xerox 1909,East,,Corporate,20/03/2013,Second Class,Pennsylvania,Paper,1,$41,6,126.624
Furniture,United States,Christine Phan,40%,17/03/2013,US-2011-148838,Balt Solid Wood Round Tables,East,,Corporate,21/03/2013,Standard Class,New York,Tables,1,-$554,4,1071.576
Furniture,United States,Christine Phan,40%,17/03/2013,US-2011-148838,Bretford Rectangular Conference Table Tops,East,,Corporate,21/03/2013,Standard Class,New York,Tables,1,-$448,7,1579.746
Furniture,United States,Christine Phan,40%,17/03/2013,US-2011-148838,"Hon 30"" x 60"" Table with Locking Drawer",East,,Corporate,21/03/2013,Standard Class,New York,Tables,1,-$123,3,613.908
Office Supplies,United States,Christine Phan,0%,17/03/2013,US-2011-148838,Xerox 1918,East,,Corporate,21/03/2013,Standard Class,New York,Paper,1,$76,4,155.04
Office Supplies,United States,Christine Phan,0%,17/03/2013,US-2011-148838,Xerox 1926,East,,Corporate,21/03/2013,Standard Class,New York,Paper,1,$16,7,34.86
Office Supplies,United States,Mark Haberlin,0%,17/03/2013,US-2011-164763,Belkin 6 Outlet Metallic Surge Strip,South,Yes,Corporate,21/03/2013,Standard Class,Mississippi,Appliances,1,$8,3,32.67
Office Supplies,United States,Mark Haberlin,0%,17/03/2013,US-2011-164763,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Yes,Corporate,21/03/2013,Standard Class,Mississippi,Binders,1,$5,3,11.43
Office Supplies,United States,Mark Haberlin,0%,17/03/2013,US-2011-164763,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Yes,Corporate,21/03/2013,Standard Class,Mississippi,Binders,1,$15,2,30.44
Office Supplies,United States,Mark Haberlin,0%,17/03/2013,US-2011-164763,EcoTones Memo Sheets,South,Yes,Corporate,21/03/2013,Standard Class,Mississippi,Paper,1,$8,4,16
Office Supplies,United States,Mark Haberlin,0%,17/03/2013,US-2011-164763,Xerox 1957,South,Yes,Corporate,21/03/2013,Standard Class,Mississippi,Paper,1,$6,2,12.96
Office Supplies,United States,Bradley Nguyen,0%,17/03/2013,CA-2011-118339,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,,Consumer,24/03/2013,Standard Class,Minnesota,Appliances,1,$37,2,93.78
Office Supplies,United States,Bradley Nguyen,0%,17/03/2013,CA-2011-118339,Newell 35,Central,,Consumer,24/03/2013,Standard Class,Minnesota,Art,1,$6,6,19.68
Office Supplies,United States,Bradley Nguyen,0%,17/03/2013,CA-2011-118339,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,,Consumer,24/03/2013,Standard Class,Minnesota,Binders,1,$17,6,35.88
Office Supplies,United States,Bradley Nguyen,0%,17/03/2013,CA-2011-118339,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,,Consumer,24/03/2013,Standard Class,Minnesota,Binders,1,$25,10,53.4
Office Supplies,United States,Bradley Nguyen,0%,17/03/2013,CA-2011-118339,"Memo Book, 100 Message Capacity, 5 3/8Ó x 11Ó",Central,,Consumer,24/03/2013,Standard Class,Minnesota,Paper,1,$24,7,47.18
Furniture,United States,Eileen Kiefer,15%,18/03/2013,CA-2011-111871,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Yes,Home Office,21/03/2013,Second Class,California,Bookcases,1,$70,10,1198.33
Furniture,United States,Sean Miller,20%,18/03/2013,CA-2011-145317,"Dana Fluorescent Magnifying Lamp, White, 36""",South,,Home Office,23/03/2013,Standard Class,Florida,Furnishings,1,$15,3,122.352
Furniture,United States,Sean Miller,20%,18/03/2013,CA-2011-145317,"Executive Impressions 13"" Clairmont Wall Clock",South,,Home Office,23/03/2013,Standard Class,Florida,Furnishings,1,$8,2,30.768
Office Supplies,United States,Sean Miller,20%,18/03/2013,CA-2011-145317,Avery Fluorescent Highlighter Four-Color Set,South,,Home Office,23/03/2013,Standard Class,Florida,Art,1,$1,3,8.016
Office Supplies,United States,Sean Miller,20%,18/03/2013,CA-2011-145317,Staples,South,,Home Office,23/03/2013,Standard Class,Florida,Fasteners,1,$6,3,18.936
Office Supplies,United States,Sean Miller,20%,18/03/2013,CA-2011-145317,Xerox 195,South,,Home Office,23/03/2013,Standard Class,Florida,Paper,1,$7,4,21.376
Technology,United States,Sean Miller,50%,18/03/2013,CA-2011-145317,Cisco TelePresence System EX90 Videoconferencing Unit,South,,Home Office,23/03/2013,Standard Class,Florida,Machines,1,"-$1,811",6,22638.48
Technology,United States,Sean Miller,50%,18/03/2013,CA-2011-145317,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,South,,Home Office,23/03/2013,Standard Class,Florida,Machines,1,-$16,4,821.3
Furniture,United States,Sample Company A,0%,18/03/2013,US-2011-131275,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,,Home Office,24/03/2013,Standard Class,California,Furnishings,1,$14,2,111
Office Supplies,United States,Sample Company A,0%,18/03/2013,US-2011-131275,Tennsco 6- and 18-Compartment Lockers,West,,Home Office,24/03/2013,Standard Class,California,Storage,1,$334,7,1856.19
Technology,United States,Sample Company A,20%,18/03/2013,US-2011-131275,Swingline SM12-08 MicroCut Jam Free Shredder,West,,Home Office,24/03/2013,Standard Class,California,Machines,1,$416,4,1279.968
Furniture,United States,Matt Connell,20%,19/03/2013,CA-2011-103989,Document Clip Frames,South,,Corporate,21/03/2013,First Class,Florida,Furnishings,1,$6,3,20.016
Furniture,United States,Matt Connell,20%,19/03/2013,CA-2011-103989,Eldon Wave Desk Accessories,South,,Corporate,21/03/2013,First Class,Florida,Furnishings,1,$1,3,4.992
Office Supplies,United States,Matt Connell,70%,19/03/2013,CA-2011-103989,"Avery Flip-Chart Easel Binder, Black",South,,Corporate,21/03/2013,First Class,Florida,Binders,1,-$26,5,33.57
Office Supplies,United States,Matt Connell,20%,19/03/2013,CA-2011-103989,Avery 501,South,,Corporate,21/03/2013,First Class,Florida,Labels,1,$4,4,11.808
Office Supplies,United States,Matt Connell,20%,19/03/2013,CA-2011-103989,Crate-A-Files,South,,Corporate,21/03/2013,First Class,Florida,Storage,1,$2,3,26.16
Technology,United States,Matt Connell,20%,19/03/2013,CA-2011-103989,"LogitechÊWireless Boombox Speaker - portable - wireless, wired",South,,Corporate,21/03/2013,First Class,Florida,Accessories,1,$53,2,170.24
Technology,United States,Matt Connell,20%,19/03/2013,CA-2011-103989,Cisco 8x8 Inc. 6753i IP Business Phone System,South,,Corporate,21/03/2013,First Class,Florida,Phones,1,$28,3,323.976
Furniture,United States,Gary McGarr,20%,21/03/2013,US-2011-155544,Global Highback Leather Tilter in Burgundy,South,,Consumer,25/03/2013,Standard Class,Tennessee,Chairs,1,-$11,3,218.376
Furniture,United States,Gary McGarr,20%,21/03/2013,US-2011-155544,DAX Wood Document Frame,South,,Consumer,25/03/2013,Standard Class,Tennessee,Furnishings,1,$7,3,32.952
Office Supplies,United States,Cassandra Brandow,20%,21/03/2013,CA-2011-140004,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",East,,Consumer,25/03/2013,Standard Class,Ohio,Art,1,$1,2,7.408
Office Supplies,United States,Cassandra Brandow,20%,21/03/2013,CA-2011-140004,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",East,,Consumer,25/03/2013,Standard Class,Ohio,Art,1,$2,3,6.048
Office Supplies,United States,Gary McGarr,20%,21/03/2013,US-2011-155544,Avery 505,South,,Consumer,25/03/2013,Standard Class,Tennessee,Labels,1,$22,5,59.2
Office Supplies,United States,Kristen Hastings,0%,21/03/2013,CA-2011-163223,American Pencil,South,,Corporate,25/03/2013,Standard Class,Virginia,Art,1,$3,4,9.32
Office Supplies,United States,Kristen Hastings,0%,21/03/2013,CA-2011-163223,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,,Corporate,25/03/2013,Standard Class,Virginia,Binders,1,$59,3,122.94
Office Supplies,United States,Kristen Hastings,0%,21/03/2013,CA-2011-163223,Avery 492,South,,Corporate,25/03/2013,Standard Class,Virginia,Labels,1,$7,5,14.4
Office Supplies,United States,Kristen Hastings,0%,21/03/2013,CA-2011-163223,Xerox 1919,South,,Corporate,25/03/2013,Standard Class,Virginia,Paper,1,$60,3,122.97
Office Supplies,United States,Thomas Seio,20%,21/03/2013,US-2011-107405,Tennsco Commercial Shelving,South,,Corporate,25/03/2013,Standard Class,North Carolina,Storage,1,-$4,1,16.272
Technology,United States,Kristen Hastings,0%,21/03/2013,CA-2011-163223,Samsung Galaxy S4 Active,South,,Corporate,25/03/2013,Standard Class,Virginia,Phones,1,$910,7,3499.93
Office Supplies,United States,Vivian Mathis,0%,22/03/2013,US-2011-129609,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Central,,Consumer,22/03/2013,Same Day,Indiana,Art,1,$7,2,16.28
Furniture,United States,Beth Fritzler,20%,22/03/2013,CA-2011-148040,Office Star - Mesh Screen back chair with Vinyl seat,West,,Corporate,26/03/2013,Standard Class,Arizona,Chairs,1,-$35,3,314.352
Office Supplies,United States,Craig Carroll,70%,22/03/2013,US-2011-158057,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",South,,Consumer,26/03/2013,Standard Class,North Carolina,Binders,1,-$6,4,7.644
Office Supplies,United States,Craig Carroll,70%,22/03/2013,US-2011-158057,GBC Prestige Therm-A-Bind Covers,South,,Consumer,26/03/2013,Standard Class,North Carolina,Binders,1,-$39,5,51.465
Office Supplies,United States,Beth Fritzler,20%,22/03/2013,CA-2011-148040,Xerox 1951,West,,Corporate,26/03/2013,Standard Class,Arizona,Paper,1,$23,3,74.352
